policy,estimator,arm,estimate,std_error,ci_low,ci_high,valid,note,effective_sample_fraction,rep
fixed,ipw,3,0.118,0.0252324824292495,0.0685452431981312,0.1674547568018687,True,,1.0,17
fixed,aipw,3,0.1130204027190229,0.0201334223545643,0.0735596200185431,0.1524811854195027,True,,1.0,17
fixed,aw_aipw,3,0.1130204027190229,0.0201334223545643,0.0735596200185431,0.1524811854195027,True,,1.0,17
fixed,difference_in_means,1,0.154479636667342,0.0204181341435542,0.1144608291144681,0.194498444220216,True,,1.0,18
fixed,ipw,1,0.186,0.0252489678520607,0.1365129323631512,0.2354870676368487,True,,1.0,18
fixed,aipw,1,0.1498459568712165,0.0199435720591261,0.1107572739122499,0.188934639830183,True,,1.0,18
fixed,aw_aipw,1,0.1498459568712164,0.0199435720591261,0.1107572739122499,0.188934639830183,True,,1.0,18
fixed,difference_in_means,2,0.1552648796744975,0.0206117782201567,0.1148665367056632,0.1956632226433317,True,,1.0,18
fixed,ipw,2,0.173,0.0250134797367766,0.1239744805878953,0.2220255194121046,True,,1.0,18
fixed,aipw,2,0.155663173476413,0.0200347123260173,0.1163958588767984,0.1949304880760276,True,,1.0,18
fixed,aw_aipw,2,0.155663173476413,0.0200347123260173,0.1163958588767984,0.1949304880760276,True,,1.0,18
fixed,difference_in_means,3,0.0893593870426621,0.0204729107375076,0.0492332193384437,0.1294855547468806,True,,1.0,18
fixed,ipw,3,0.088,0.0233709338738856,0.042193811322117,0.133806188677883,True,,1.0,18
fixed,aipw,3,0.094897878388946,0.0193070070059778,0.057056840007967,0.132738916769925,True,,1.0,18
fixed,aw_aipw,3,0.094897878388946,0.0193070070059778,0.057056840007967,0.132738916769925,True,,1.0,18
fixed,difference_in_means,1,0.1398148032895347,0.0207187671871768,0.0992067657985979,0.1804228407804716,True,,1.0,19
fixed,ipw,1,0.149,0.0262606579418506,0.0975300562236469,0.200469943776353,True,,1.0,19
fixed,aipw,1,0.1533200455731074,0.0202933568972821,0.1135457969290169,0.1930942942171979,True,,1.0,19
fixed,aw_aipw,1,0.1533200455731074,0.0202933568972821,0.1135457969290169,0.1930942942171979,True,,1.0,19
fixed,difference_in_means,2,0.1280693780048016,0.0209210021437615,0.0870649672825437,0.1690737887270595,True,,1.0,19
fixed,ipw,2,0.119,0.025722075271818,0.0685856588596083,0.1694143411403916,True,,1.0,19
fixed,aipw,2,0.1385289275161777,0.0200144803046043,0.099301266949867,0.1777565880824884,True,,1.0,19
fixed,aw_aipw,2,0.1385289275161777,0.0200144803046043,0.0993012669498669,0.1777565880824884,True,,1.0,19
fixed,difference_in_means,3,0.0748333519911256,0.0206766352548859,0.0343078915700779,0.1153588124121733,True,,1.0,19
fixed,ipw,3,0.061,0.0246215617970577,0.0127426256346396,0.1092573743653604,True,,1.0,19
fixed,aipw,3,0.0815472255708203,0.0198813491677619,0.0425804972379415,0.120513953903699,True,,1.0,19
fixed,aw_aipw,3,0.0815472255708203,0.0198813491677619,0.0425804972379415,0.120513953903699,True,,1.0,19
fixed,difference_in_means,1,0.1666252416459542,0.0203709694615537,0.1266988751711435,0.2065516081207648,True,,1.0,20
fixed,ipw,1,0.176,0.0251080386211438,0.1267891485801173,0.2252108514198826,True,,1.0,20
fixed,aipw,1,0.1662699067210367,0.0196377956985997,0.1277805344160257,0.2047592790260477,True,,1.0,20
fixed,aw_aipw,1,0.1662699067210366,0.0196377956985997,0.1277805344160256,0.2047592790260476,True,,1.0,20
fixed,difference_in_means,2,0.1577761453374207,0.0204581962452368,0.1176788175081038,0.1978734731667375,True,,1.0,20
fixed,ipw,2,0.158,0.0247772572759684,0.1094374681034189,0.2065625318965811,True,,1.0,20
fixed,aipw,2,0.1596818684493275,0.0200346768212451,0.1204146234377876,0.1989491134608675,True,,1.0,20
fixed,aw_aipw,2,0.1596818684493275,0.0200346768212451,0.1204146234377875,0.1989491134608674,True,,1.0,20
